City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
377,liancheng,8,CN,1518561211,86,24.05,105.06,39.68,5.19
378,puerto escondido,20,MX,1518558300,70,15.86,-97.07,84.2,10.87
379,misratah,24,LY,1518561212,99,32.38,15.09,54.89,9.78
380,kirakira,0,SB,1518560995,100,-10.46,161.92,82.66,7.74
381,port-gentil,75,GA,1518559200,83,-0.72,8.78,84.2,9.17
382,lundazi,0,ZM,1518561213,89,-12.29,33.17,67.4,10.67
383,lompoc,40,US,1518558960,54,34.64,-120.46,60.8,13.87
384,meru,24,KE,1518561214,84,0.05,37.65,56.37,3.18
385,saint-joseph,75,FR,1518559200,69,43.56,6.97,41.0,2.24
386,ranong,44,TH,1518561214,100,9.96,98.62,76.89,5.41
387,peniche,90,PT,1518559200,100,39.36,-9.38,51.8,4.7
388,leiyang,0,CN,1518561215,78,26.42,112.85,44.9,4.63
389,soyo,64,AO,1518561216,90,-6.13,12.37,78.69,3.51
390,grand gaube,40,MU,1518559200,88,-20.01,57.66,78.8,8.86
391,dingle,92,PH,1518560437,97,11.0,122.67,74.69,15.12
392,tura,80,IN,1518560659,88,25.52,90.21,57.28,4.61
393,tual,48,ID,1518560770,100,-5.67,132.75,80.23,20.71
394,ternova,90,UA,1518559200,85,50.18,36.68,21.2,11.18
395,topchikha,0,RU,1518560832,51,52.82,83.12,-9.82,4.05
396,marienburg,0,DE,1518560400,68,52.12,9.98,30.2,6.93
397,enterprise,90,US,1518559680,82,31.32,-85.86,69.8,8.05
398,mweka,68,CD,1518561219,97,-4.85,21.56,72.75,1.95
399,keningau,75,MY,1518557400,94,5.33,116.16,73.4,5.82
400,yuzhno-kurilsk,64,RU,1518561220,100,44.03,145.86,23.7,20.07
401,camocim,68,BR,1518561220,94,-2.9,-40.84,75.0,4.41
402,udankudi,92,IN,1518561221,92,8.43,78.03,75.77,12.68
403,codrington,0,AU,1518560357,92,-28.95,153.24,75.23,4.16
404,truth or consequences,12,US,1518561221,33,33.13,-107.25,55.92,6.98
405,bathsheba,75,BB,1518559200,94,13.22,-59.52,71.6,26.4
406,ahipara,48,NZ,1518560274,97,-35.17,173.16,71.77,4.5
407,kibaya,68,RW,1518561222,87,-2.2,30.56,57.5,2.51
408,buala,8,SB,1518560991,87,-8.15,159.59,83.02,6.73
409,benguela,48,AO,1518560789,96,-12.58,13.4,80.32,9.64
410,nambutalai,76,IN,1518561223,100,9.72,79.0,78.2,13.35
411,jieshi,44,CN,1518561223,100,22.82,115.83,55.47,8.99
412,beringovskiy,64,RU,1518560246,86,63.05,179.32,29.51,13.33
413,mangrol,0,IN,1518561224,84,25.33,76.51,49.13,3.51
414,rayon,90,FR,1518559200,93,49.17,2.04,33.8,6.93
415,brigantine,1,US,1518558960,69,39.41,-74.36,35.6,8.05
416,bichura,56,RU,1518560683,64,50.59,107.6,-5.73,3.15
417,dunmore town,0,BS,1518561177,97,25.5,-76.65,75.9,18.05
418,cabo san lucas,90,MX,1518554880,41,22.89,-109.91,82.4,4.7
419,fairbanks,90,US,1518559080,86,64.84,-147.72,28.4,13.87
420,bria,0,CF,1518561227,89,6.54,21.99,72.3,3.74
421,pitsunda,75,GE,1518559200,93,43.16,40.34,42.8,3.18
422,mvomero,12,TZ,1518561228,93,-6.3,37.45,67.4,3.29
423,broome,56,GB,1518558960,80,52.47,1.45,39.2,8.05
424,carmelo,0,UY,1518559200,88,-34.0,-58.28,77.0,4.7
425,esperance,20,TT,1518559200,69,10.24,-61.45,78.8,8.05
426,roald,40,NO,1518560400,52,62.58,6.12,41.0,10.29
427,dothan,90,US,1518559680,93,31.22,-85.39,69.8,12.75
428,yamethin,20,MM,1518561230,86,20.43,96.14,62.09,2.62
429,hambantota,8,LK,1518560431,100,6.12,81.12,77.8,12.21
430,teya,48,MX,1518561230,64,21.05,-89.07,80.67,7.43
431,ozuluama,88,MX,1518561231,83,21.12,-98.35,66.0,3.51
432,havre-saint-pierre,40,CA,1518559200,70,50.23,-63.6,-0.41,11.41
433,ola,40,RU,1518559200,55,59.58,151.3,8.6,17.9
434,brookhaven,1,US,1518558960,100,40.78,-72.92,32.0,8.05
435,rio gallegos,75,AR,1518555600,62,-51.62,-69.22,75.2,26.4
436,punta alta,0,AR,1518559200,39,-27.46,-55.82,84.2,8.05
437,sangerhausen,0,DE,1518560400,73,51.47,11.3,26.6,6.93
438,tevaitoa,100,PF,1518561032,100,-16.78,-151.5,79.1,30.36
439,manacapuru,80,BR,1518561234,82,-3.3,-60.62,79.91,3.62
440,salalah,0,OM,1518555000,64,17.01,54.1,69.8,4.7
441,san andres,92,PH,1518561235,100,13.32,122.68,77.97,19.95
442,jinchang,64,CN,1518561235,71,38.52,102.19,7.82,3.96
443,cajaruro,12,PE,1518561236,78,-5.74,-78.43,66.9,1.16
444,soe,88,EE,1518558600,100,57.91,26.05,21.2,2.24
445,roccastrada,0,IT,1518558900,79,43.01,11.17,32.0,5.82
446,talara,0,PE,1518559200,61,-4.58,-81.27,82.4,17.22
447,cabedelo,40,BR,1518555600,83,-6.97,-34.84,78.8,9.17
448,mandeville,20,JM,1518559200,61,18.04,-77.51,82.4,18.34
449,sola,75,FI,1518558600,92,62.78,29.36,28.4,8.05
450,zahesi,75,GE,1518559200,93,41.83,44.76,39.2,8.05
451,sanok,90,PL,1518561000,97,49.56,22.21,32.0,6.93
452,sao felix do xingu,64,BR,1518560612,90,-6.64,-51.99,77.44,2.37
453,ati,8,TD,1518561239,25,13.21,18.34,77.34,11.45
454,keflavik,20,IS,1518559200,92,64.0,-22.56,26.6,11.41
455,mayen,0,DE,1518560400,68,50.33,7.22,32.0,6.93
456,panaba,0,MX,1518561241,67,21.28,-88.27,78.69,7.65
457,pimentel,88,BR,1518561241,88,-3.7,-45.5,76.4,5.64
458,pokaran,0,IN,1518561242,81,26.93,71.92,48.99,3.85
459,aksarka,80,RU,1518560568,82,66.56,67.8,-1.54,10.76
460,gushikawa,20,JP,1518559200,86,26.35,127.87,53.6,6.76
461,thinadhoo,64,MV,1518561091,100,0.53,72.93,82.74,8.32
462,spring hill,75,US,1518560100,65,28.46,-82.54,86.0,8.05
463,terekli-mekteb,92,RU,1518561244,94,44.16,45.87,25.82,4.41
464,porosozero,88,RU,1518560963,88,62.72,32.71,23.21,4.94
465,pasighat,44,IN,1518561244,72,28.06,95.33,51.24,2.06
466,hasaki,20,JP,1518557400,85,35.73,140.83,26.6,2.24
467,gatesville,90,US,1518559080,87,31.44,-97.74,46.4,4.97
468,morecambe,0,GB,1518561245,90,54.07,-2.87,35.94,10.0
469,makakilo city,90,US,1518559860,94,21.35,-158.09,77.0,10.29
470,lewistown,40,US,1518560100,74,40.39,-90.15,39.2,9.17
471,chumikan,0,RU,1518561246,47,54.72,135.31,-2.31,12.46
472,souillac,40,FR,1518559200,86,45.6,-0.6,37.4,4.7
473,martinsburg,90,US,1518558900,47,39.46,-77.96,41.0,5.82
474,huarmey,12,PE,1518560585,60,-10.07,-78.15,76.45,3.49
475,solikamsk,56,RU,1518561248,80,59.65,56.78,1.79,3.18
476,kinshasa,75,CD,1518559200,94,-4.32,15.31,71.6,3.36
477,havelock,90,US,1518560520,87,34.88,-76.9,46.4,11.41
478,bilma,0,NE,1518560772,49,18.69,12.92,61.15,3.71
479,salym,68,RU,1518561027,71,60.06,71.48,-5.6,2.73
480,iraray,92,PH,1518561249,100,8.99,118.05,74.87,13.69
481,boca del monte,40,GT,1518559200,49,14.55,-90.52,73.4,16.11
482,manokwari,68,ID,1518561086,100,-0.87,134.08,79.95,6.76
483,pelotas,44,BR,1518561251,92,-31.77,-52.34,69.02,11.01
484,hay river,75,CA,1518559800,70,60.82,-115.79,-2.21,8.05
485,ulagan,0,RU,1518561252,48,50.63,87.96,-13.38,2.73
486,tahe,0,CN,1518561252,60,52.34,124.71,0.3,6.87
487,miyako,20,JP,1518559200,69,33.63,130.94,35.6,9.17
488,lokosovo,32,RU,1518561253,76,61.13,74.84,-11.36,2.95
489,teguise,20,ES,1518559200,82,29.06,-13.56,57.2,3.36
490,castro daire,75,PT,1518559200,87,40.9,-7.93,53.6,11.41
491,lowestoft,0,GB,1518560400,86,52.48,1.75,37.4,8.05
492,bacolod,68,PH,1518561012,95,10.68,122.95,76.89,11.34
493,dawei,8,MM,1518561255,76,14.07,98.19,68.7,2.17
494,maldonado,0,UY,1518559200,56,-34.91,-54.96,68.0,10.29
495,xichang,0,CN,1518561256,29,27.88,102.25,45.53,2.95
496,saint-francois,90,FR,1518559200,97,46.42,3.91,32.0,5.82
497,alta floresta,24,BR,1518560515,73,-9.87,-56.08,85.18,1.59
498,krotovka,56,RU,1518561257,77,53.29,51.17,5.12,3.51
499,iralaya,100,HN,1518561030,87,15.0,-83.23,77.75,14.25
500,bodden town,20,KY,1518559200,69,19.28,-81.25,82.4,17.22
501,kindu,68,CD,1518561259,99,-2.95,25.92,70.01,2.73
502,kumbakonam,8,IN,1518561259,96,10.96,79.38,65.69,4.29
503,guarapari,20,BR,1518559200,83,-20.67,-40.5,80.6,11.41
504,pisco,0,PE,1518555600,65,-13.71,-76.2,80.6,23.04
505,dauphin,1,CA,1518559200,57,51.15,-100.04,23.0,19.46
506,jandiala,48,IN,1518558900,76,31.56,75.03,50.0,8.05
507,kaseda,75,JP,1518559200,92,31.42,130.32,30.2,3.36
508,kasempa,32,ZM,1518561263,95,-13.46,25.83,61.55,2.73
509,sept-iles,20,CA,1518559200,49,50.2,-66.38,-0.41,2.24
510,tazovskiy,76,RU,1518560417,72,67.47,78.7,-2.04,9.19
511,cidreira,0,BR,1518560347,68,-30.17,-50.22,72.71,9.64
512,yumen,88,CN,1518561264,91,40.29,97.04,19.07,10.78
513,mundra,8,IN,1518561265,59,22.84,69.73,68.03,13.35
514,frolovo,92,RU,1518561265,86,49.76,43.65,13.85,11.45
515,kollo,0,NE,1518559200,9,13.34,2.32,77.0,6.93
516,mercedes,0,UY,1518561266,78,-33.25,-58.03,64.65,2.39
517,ormara,20,PK,1518561267,95,25.21,64.64,64.47,5.64
518,liberty,1,US,1518560100,64,39.64,-84.93,44.6,5.82
519,taguatinga,40,BR,1518559200,47,-15.83,-48.06,78.8,11.41
520,vardo,90,US,1518558900,47,39.62,-77.74,41.0,5.82
521,shawinigan,32,CA,1518561142,69,46.54,-72.75,13.89,7.54
522,angoche,76,MZ,1518561270,100,-16.23,39.91,81.39,5.41
523,spas-demensk,76,RU,1518561270,81,54.41,34.03,13.35,7.99
524,kieta,48,PG,1518561013,100,-6.22,155.63,79.32,4.52
525,kyabram,20,AU,1518561271,71,-36.31,145.05,69.29,19.17
526,freeport,75,BS,1518559200,74,26.54,-78.7,78.8,11.41
527,kibala,0,TD,1518559200,54,9.11,18.35,82.4,6.4
528,mosquera,40,CO,1518559200,55,4.71,-74.23,64.4,13.87
529,kaa-khem,48,RU,1518561272,52,51.7,94.56,-11.63,1.72
530,dragor,44,BG,1518561000,100,42.23,24.3,33.8,2.24
531,mulege,68,MX,1518561274,42,26.88,-111.98,70.77,3.4
532,ilam,90,IR,1518559200,100,33.64,46.42,42.8,16.11
533,kontagora,80,NG,1518561274,56,10.4,5.47,79.64,5.19
534,naze,40,NG,1518555600,83,5.43,7.07,80.6,0.13
535,comodoro rivadavia,0,AR,1518555600,18,-45.87,-67.48,89.6,19.46
536,mwinilunga,48,ZM,1518561275,95,-11.73,24.43,60.83,2.39
537,kielce,80,PL,1518561276,86,50.87,20.63,24.2,4.97
538,gemena,56,CD,1518561276,92,3.25,19.78,71.4,2.06
539,christchurch,92,NZ,1518559200,82,-43.53,172.64,64.4,17.22
540,nigran,75,ES,1518557400,93,42.14,-8.81,51.8,10.29
541,kichera,48,RU,1518561278,69,55.93,110.1,-11.58,2.73
542,vysokogornyy,24,RU,1518561278,54,50.1,139.13,-6.5,6.08
543,charlestown,1,US,1518560100,100,41.38,-71.64,32.0,6.93
544,guider,0,CM,1518561280,39,9.93,13.94,71.85,7.09
545,bayan,0,MN,1518561280,44,47.25,107.54,-18.06,5.41
546,boma,0,NG,1518561281,38,11.23,4.46,74.78,9.1
547,canakkale,75,TR,1518558600,71,40.15,26.41,51.8,6.93
548,ayame,20,CI,1518561282,98,5.61,-3.16,77.39,4.74
549,mangalam,40,IN,1518561000,88,12.6,80.07,77.0,4.7
550,paamiut,44,GL,1518560789,100,61.99,-49.67,13.04,41.85
551,opuwo,0,NA,1518561073,45,-18.06,13.84,69.24,5.97
552,tateyama,75,JP,1518559200,69,36.66,137.31,33.8,13.87
553,shimoda,0,JP,1518561283,100,34.7,138.93,45.84,11.01
554,pavlohrad,90,UA,1518559200,92,48.53,35.87,23.0,3.96
555,labuhan,12,ID,1518561284,81,-2.54,115.51,77.07,2.73
556,boa vista,100,BR,1518561286,43,2.82,-60.67,88.55,12.8
557,warwick,75,US,1518558960,58,41.7,-71.42,33.8,11.41
558,linhai,0,CN,1518561287,81,28.86,121.14,39.27,3.4
